School,Year,Month,Amount
Ellison/Parks Early Education School,2013,8,850
Ellison/Parks Early Education School,2014,7,1642.08
Ellison/Parks Early Education School,2016,5,2805.2
Ellison/Parks Early Education School,2016,12,1390.12
Ellison/Parks Early Education School,2012,10,165
Ellison/Parks Early Education School,2014,6,14075
Ellison/Parks Early Education School,2017,8,6772.92
Ellison/Parks Early Education School,2015,10,325.26
Ellison/Parks Early Education School,2016,9,6298.96
Ellison/Parks Early Education School,2013,11,2416.41
Ellison/Parks Early Education School,2013,12,1134.94
Ellison/Parks Early Education School,2015,9,6291.71
Ellison/Parks Early Education School,2014,12,3912.35
Ellison/Parks Early Education School,2014,3,164.97
Ellison/Parks Early Education School,2015,1,313.2
Ellison/Parks Early Education School,2015,8,4096.48
Ellison/Parks Early Education School,2012,7,4500.31
Ellison/Parks Early Education School,2013,6,4859.2
Ellison/Parks Early Education School,2014,9,3343.47
Ellison/Parks Early Education School,2013,10,227.5
Gardner Pilot Academy K-8,2012,9,53979.5
Gardner Pilot Academy K-8,2014,4,35996.17
Gardner Pilot Academy K-8,2013,3,1972.68
Gardner Pilot Academy K-8,2014,2,229
Gardner Pilot Academy K-8,2014,10,2412.62
Gardner Pilot Academy K-8,2016,1,5069.59
Gardner Pilot Academy K-8,2014,11,665.18
Gardner Pilot Academy K-8,2012,3,1920.1
Gardner Pilot Academy K-8,2016,7,1022.4
Gardner Pilot Academy K-8,2013,4,11698.46
Gardner Pilot Academy K-8,2012,1,21258.49
Gardner Pilot Academy K-8,2017,7,4503.55
Gardner Pilot Academy K-8,2015,6,106916.12
Gardner Pilot Academy K-8,2016,2,6701.3
Gardner Pilot Academy K-8,2016,3,47303.3
Gardner Pilot Academy K-8,2012,5,17981.66
Gardner Pilot Academy K-8,2016,10,5050.09
Gardner Pilot Academy K-8,2015,7,19740
Gardner Pilot Academy K-8,2016,4,25489.65
Gardner Pilot Academy K-8,2012,11,5972.11
Gardner Pilot Academy K-8,2013,9,4747.4
Gardner Pilot Academy K-8,2015,12,569.35
Gardner Pilot Academy K-8,2013,2,26581.36
Gardner Pilot Academy K-8,2012,2,7215.58
Gardner Pilot Academy K-8,2015,2,1669
Gardner Pilot Academy K-8,2012,8,20507.82
Gardner Pilot Academy K-8,2015,11,29601.77
Gardner Pilot Academy K-8,2012,4,5490.9
Gardner Pilot Academy K-8,2013,5,88458.88
Gardner Pilot Academy K-8,2014,8,4478.26
Gardner Pilot Academy K-8,2013,1,20716.34
Gardner Pilot Academy K-8,2016,6,133761.11
Gardner Pilot Academy K-8,2012,12,2246.29
Gardner Pilot Academy K-8,2014,5,4234.76
Gardner Pilot Academy K-8,2015,5,4376.29
Gardner Pilot Academy K-8,2015,4,48447.15
Gardner Pilot Academy K-8,2015,3,535.34
Gardner Pilot Academy K-8,2012,6,12935.37
Gardner Pilot Academy K-8,2013,8,8998.41
Gardner Pilot Academy K-8,2014,7,101866.68
Gardner Pilot Academy K-8,2016,5,24917.18
Gardner Pilot Academy K-8,2016,12,4584.36
Gardner Pilot Academy K-8,2012,10,1533.41
Gardner Pilot Academy K-8,2017,8,868.4
Gardner Pilot Academy K-8,2015,10,827.54
Gardner Pilot Academy K-8,2013,11,10834.25
Gardner Pilot Academy K-8,2013,12,6767.87
Gardner Pilot Academy K-8,2015,9,12359.52
Gardner Pilot Academy K-8,2014,12,1033.66
Gardner Pilot Academy K-8,2014,3,5696.21
Gardner Pilot Academy K-8,2015,1,3830.95
Gardner Pilot Academy K-8,2015,8,23178.27
Gardner Pilot Academy K-8,2012,7,376.23
Gardner Pilot Academy K-8,2013,6,5204.04
Gardner Pilot Academy K-8,2014,9,20512.06
Gardner Pilot Academy K-8,2013,10,300.65
Gardner Pilot Academy K-8,2014,1,781.18
"Greenwood, Elihu Leadership Academy",2012,9,66882.26
"Greenwood, Elihu Leadership Academy",2014,4,5588.86
"Greenwood, Elihu Leadership Academy",2013,7,437.85
"Greenwood, Elihu Leadership Academy",2013,3,10770.47
"Greenwood, Elihu Leadership Academy",2014,2,9969.35
"Greenwood, Elihu Leadership Academy",2014,10,3801.39
"Greenwood, Elihu Leadership Academy",2012,3,14976.5
"Greenwood, Elihu Leadership Academy",2016,7,43466.01
"Greenwood, Elihu Leadership Academy",2013,4,20265.2
"Greenwood, Elihu Leadership Academy",2012,1,6895.6
"Greenwood, Elihu Leadership Academy",2015,6,2000
"Greenwood, Elihu Leadership Academy",2012,5,14259.39
"Greenwood, Elihu Leadership Academy",2015,7,9121.37
"Greenwood, Elihu Leadership Academy",2012,11,14155.27
"Greenwood, Elihu Leadership Academy",2013,9,10327.64
"Greenwood, Elihu Leadership Academy",2015,12,9900
"Greenwood, Elihu Leadership Academy",2013,2,4729.5
"Greenwood, Elihu Leadership Academy",2012,2,4961.09
"Greenwood, Elihu Leadership Academy",2015,2,116.76
"Greenwood, Elihu Leadership Academy",2012,8,1160.5
"Greenwood, Elihu Leadership Academy",2012,4,7011.29
"Greenwood, Elihu Leadership Academy",2013,5,32275.98
"Greenwood, Elihu Leadership Academy",2014,8,4246.64
"Greenwood, Elihu Leadership Academy",2013,1,34517.91
"Greenwood, Elihu Leadership Academy",2012,12,39680.32
"Greenwood, Elihu Leadership Academy",2014,5,16199.61
"Greenwood, Elihu Leadership Academy",2015,5,599.18
"Greenwood, Elihu Leadership Academy",2015,4,2903.6
"Greenwood, Elihu Leadership Academy",2012,6,14905.08
"Greenwood, Elihu Leadership Academy",2013,8,70078.5
"Greenwood, Elihu Leadership Academy",2014,7,545.6
"Greenwood, Elihu Leadership Academy",2012,10,23303.16
"Greenwood, Elihu Leadership Academy",2014,6,42212.5
"Greenwood, Elihu Leadership Academy",2015,10,2984.37
"Greenwood, Elihu Leadership Academy",2013,11,15989.97
"Greenwood, Elihu Leadership Academy",2013,12,6523.16
"Greenwood, Elihu Leadership Academy",2015,9,3605.49
"Greenwood, Elihu Leadership Academy",2014,12,1327.68
"Greenwood, Elihu Leadership Academy",2014,3,10515.01
"Greenwood, Elihu Leadership Academy",2015,1,4062.41
"Greenwood, Elihu Leadership Academy",2015,8,547.65
"Greenwood, Elihu Leadership Academy",2012,7,24413.18
"Greenwood, Elihu Leadership Academy",2013,6,20441.26
"Greenwood, Elihu Leadership Academy",2014,9,7373.23
"Greenwood, Elihu Leadership Academy",2013,10,14110.63
"Greenwood, Elihu Leadership Academy",2014,1,13994.99
"Hurley, Joseph K-8",2012,9,28153.9
"Hurley, Joseph K-8",2014,4,19677
"Hurley, Joseph K-8",2013,7,718.07
"Hurley, Joseph K-8",2013,3,977.64
"Hurley, Joseph K-8",2014,2,688.63
"Hurley, Joseph K-8",2014,10,9100.8
"Hurley, Joseph K-8",2016,1,1599.46
"Hurley, Joseph K-8",2014,11,1160.91
"Hurley, Joseph K-8",2012,3,1056.57
"Hurley, Joseph K-8",2016,7,670.6
"Hurley, Joseph K-8",2013,4,1106.48
"Hurley, Joseph K-8",2012,1,233.84
"Hurley, Joseph K-8",2015,6,637.74
"Hurley, Joseph K-8",2016,2,622.56
"Hurley, Joseph K-8",2016,3,108
"Hurley, Joseph K-8",2012,5,106.2
"Hurley, Joseph K-8",2016,10,4262.73
"Hurley, Joseph K-8",2015,7,3219.01
"Hurley, Joseph K-8",2016,4,5427.58
"Hurley, Joseph K-8",2012,11,1298.85
"Hurley, Joseph K-8",2013,9,7851.36
"Hurley, Joseph K-8",2015,12,1009.94
"Hurley, Joseph K-8",2013,2,1770.94
"Hurley, Joseph K-8",2012,2,1312.59
"Hurley, Joseph K-8",2015,2,854
"Hurley, Joseph K-8",2012,8,1979.5
"Hurley, Joseph K-8",2012,4,583.8
"Hurley, Joseph K-8",2013,5,4415.52
"Hurley, Joseph K-8",2014,8,1195.85
"Hurley, Joseph K-8",2013,1,25000
"Hurley, Joseph K-8",2016,6,77.9
"Hurley, Joseph K-8",2012,12,750.76
"Hurley, Joseph K-8",2014,5,9046.82
"Hurley, Joseph K-8",2015,5,1217.24
"Hurley, Joseph K-8",2012,6,2150.47
"Hurley, Joseph K-8",2013,8,695
"Hurley, Joseph K-8",2014,7,3409.3
"Hurley, Joseph K-8",2016,5,8665.68
"Hurley, Joseph K-8",2016,12,57.2
"Hurley, Joseph K-8",2012,10,5182.55
"Hurley, Joseph K-8",2014,6,2573.14
"Hurley, Joseph K-8",2015,10,719.98
"Hurley, Joseph K-8",2013,11,2339.39
"Hurley, Joseph K-8",2013,12,5302.88
"Hurley, Joseph K-8",2015,9,520.2
"Hurley, Joseph K-8",2014,12,1470.01
"Hurley, Joseph K-8",2014,3,1061.98
"Hurley, Joseph K-8",2015,1,1587.36
"Hurley, Joseph K-8",2015,8,177.15
"Hurley, Joseph K-8",2013,6,356
"Hurley, Joseph K-8",2014,9,135.29
"Hurley, Joseph K-8",2013,10,230.32
"Hurley, Joseph K-8",2014,1,2442.26
"Ohrenberger, William H. K-8",2012,9,23161.74
"Ohrenberger, William H. K-8",2014,4,8412.36
"Ohrenberger, William H. K-8",2016,11,3656.42
"Ohrenberger, William H. K-8",2013,3,3122.41
"Ohrenberger, William H. K-8",2014,2,3571
"Ohrenberger, William H. K-8",2016,8,569.7
"Ohrenberger, William H. K-8",2016,1,6573.75
"Ohrenberger, William H. K-8",2014,11,569.97
"Ohrenberger, William H. K-8",2012,3,1302.8
"Ohrenberger, William H. K-8",2016,7,7558.23
"Ohrenberger, William H. K-8",2013,4,2978.16
"Ohrenberger, William H. K-8",2012,1,1075
"Ohrenberger, William H. K-8",2017,7,2080.94
"Ohrenberger, William H. K-8",2015,6,1585.21
"Ohrenberger, William H. K-8",2016,3,2022.6
"Ohrenberger, William H. K-8",2012,5,14468.94
"Ohrenberger, William H. K-8",2015,7,5130.11
"Ohrenberger, William H. K-8",2016,4,13684.38
"Ohrenberger, William H. K-8",2012,11,7418.64
"Ohrenberger, William H. K-8",2013,9,424.6
"Ohrenberger, William H. K-8",2015,12,3431.75
"Ohrenberger, William H. K-8",2013,2,483.95
"Ohrenberger, William H. K-8",2012,2,2568.67
"Ohrenberger, William H. K-8",2015,2,9259
"Ohrenberger, William H. K-8",2012,8,2684.2
"Ohrenberger, William H. K-8",2015,11,1312.76
"Ohrenberger, William H. K-8",2012,4,6874.53
"Ohrenberger, William H. K-8",2013,5,12722.05
"Ohrenberger, William H. K-8",2014,8,835.47
"Ohrenberger, William H. K-8",2013,1,5666.95
"Ohrenberger, William H. K-8",2016,6,14160.33
"Ohrenberger, William H. K-8",2012,12,1188.66
"Ohrenberger, William H. K-8",2014,5,5156.97
"Ohrenberger, William H. K-8",2015,5,2806.55
"Ohrenberger, William H. K-8",2015,4,10023.89
"Ohrenberger, William H. K-8",2015,3,15341.44
"Ohrenberger, William H. K-8",2012,6,3419.15
"Ohrenberger, William H. K-8",2013,8,1506.83
"Ohrenberger, William H. K-8",2014,7,15615.14
"Ohrenberger, William H. K-8",2016,5,7018.25
"Ohrenberger, William H. K-8",2016,12,10554.6
"Ohrenberger, William H. K-8",2012,10,1352.19
"Ohrenberger, William H. K-8",2014,6,6752.13
"Ohrenberger, William H. K-8",2017,8,3930.63
"Ohrenberger, William H. K-8",2015,10,2286
"Ohrenberger, William H. K-8",2013,12,1125
"Ohrenberger, William H. K-8",2015,9,990
"Ohrenberger, William H. K-8",2014,12,490.1
"Ohrenberger, William H. K-8",2014,3,3334
"Ohrenberger, William H. K-8",2015,8,1712.2
"Ohrenberger, William H. K-8",2012,7,3576.61
"Ohrenberger, William H. K-8",2013,6,2396.67
"Ohrenberger, William H. K-8",2013,10,4385.96
"Ohrenberger, William H. K-8",2014,1,2902.5
"Mendell, Ellis Elementary School",2012,9,7424.07
"Mendell, Ellis Elementary School",2014,4,2085.72
"Mendell, Ellis Elementary School",2013,7,404.56
"Mendell, Ellis Elementary School",2016,11,8000
"Mendell, Ellis Elementary School",2013,3,31537.56
"Mendell, Ellis Elementary School",2014,2,14060.64
"Mendell, Ellis Elementary School",2014,10,1061.5
"Mendell, Ellis Elementary School",2016,1,4327
"Mendell, Ellis Elementary School",2014,11,3699.43
"Mendell, Ellis Elementary School",2012,3,2500
"Mendell, Ellis Elementary School",2013,4,9185.71
"Mendell, Ellis Elementary School",2012,1,29902.33
"Mendell, Ellis Elementary School",2017,7,4865
"Mendell, Ellis Elementary School",2015,6,10000
"Mendell, Ellis Elementary School",2012,5,1717.13
"Mendell, Ellis Elementary School",2015,7,1803
"Mendell, Ellis Elementary School",2016,4,1463.19
"Mendell, Ellis Elementary School",2012,11,19386.79
"Mendell, Ellis Elementary School",2013,9,2747.37
"Mendell, Ellis Elementary School",2015,12,475.09
"Mendell, Ellis Elementary School",2013,2,29805.85
"Mendell, Ellis Elementary School",2012,2,20665.48
"Mendell, Ellis Elementary School",2012,8,10128.72
"Mendell, Ellis Elementary School",2015,11,5326.1
"Mendell, Ellis Elementary School",2012,4,3900
"Mendell, Ellis Elementary School",2013,5,1306.73
"Mendell, Ellis Elementary School",2014,8,1774.82
"Mendell, Ellis Elementary School",2013,1,217.5
"Mendell, Ellis Elementary School",2016,6,25599.85
"Mendell, Ellis Elementary School",2012,12,12047.95
"Mendell, Ellis Elementary School",2014,5,8522.06
"Mendell, Ellis Elementary School",2015,4,89.48
"Mendell, Ellis Elementary School",2015,3,36270
"Mendell, Ellis Elementary School",2012,6,668.75
"Mendell, Ellis Elementary School",2014,7,308.52
"Mendell, Ellis Elementary School",2016,5,4000
"Mendell, Ellis Elementary School",2016,12,4095.84
"Mendell, Ellis Elementary School",2012,10,3498.96
"Mendell, Ellis Elementary School",2014,6,49692.5
"Mendell, Ellis Elementary School",2017,8,7508.51
"Mendell, Ellis Elementary School",2015,10,5864.18
"Mendell, Ellis Elementary School",2016,9,600
"Mendell, Ellis Elementary School",2013,11,209.07
"Mendell, Ellis Elementary School",2015,9,2700
"Mendell, Ellis Elementary School",2014,12,13402.19
"Mendell, Ellis Elementary School",2014,3,33653.76
"Mendell, Ellis Elementary School",2015,1,538.99
"Mendell, Ellis Elementary School",2015,8,613.66
"Mendell, Ellis Elementary School",2013,6,3368.51
"Mendell, Ellis Elementary School",2014,9,46.71
"Mendell, Ellis Elementary School",2014,1,420
UP Academy Dorchester,2016,10,500000
UP Academy Dorchester,2016,4,114372.02
UP Academy Dorchester,2016,5,349864
UP Academy Dorchester,2015,10,500000
UP Academy Dorchester,2014,9,500000
"Chittick, James J. Elementary School",2012,9,1504.99
"Chittick, James J. Elementary School",2014,4,6065.55
"Chittick, James J. Elementary School",2013,7,3442.2
"Chittick, James J. Elementary School",2016,11,6937.02
"Chittick, James J. Elementary School",2013,3,4948.6
"Chittick, James J. Elementary School",2014,2,13936.49
"Chittick, James J. Elementary School",2014,10,4816.62
"Chittick, James J. Elementary School",2016,8,311.26
"Chittick, James J. Elementary School",2016,1,5268.47
"Chittick, James J. Elementary School",2014,11,395.75
"Chittick, James J. Elementary School",2013,4,9062.46
"Chittick, James J. Elementary School",2012,1,464.99
"Chittick, James J. Elementary School",2017,7,310.09
"Chittick, James J. Elementary School",2015,6,13643.36
"Chittick, James J. Elementary School",2016,2,625.04
"Chittick, James J. Elementary School",2016,3,758.69
"Chittick, James J. Elementary School",2012,5,8293.62
"Chittick, James J. Elementary School",2016,10,2242.3
"Chittick, James J. Elementary School",2015,7,11905.66
"Chittick, James J. Elementary School",2016,4,5917.4
"Chittick, James J. Elementary School",2013,9,895
"Chittick, James J. Elementary School",2015,12,3031.6
"Chittick, James J. Elementary School",2013,2,6535.46
"Chittick, James J. Elementary School",2012,2,5791.24
"Chittick, James J. Elementary School",2012,8,618.6
"Chittick, James J. Elementary School",2015,11,1391.49
"Chittick, James J. Elementary School",2012,4,165.71
"Chittick, James J. Elementary School",2013,5,10818.92
"Chittick, James J. Elementary School",2013,1,11693.29
"Chittick, James J. Elementary School",2016,6,1591.92
"Chittick, James J. Elementary School",2012,12,4097.12
"Chittick, James J. Elementary School",2014,5,11989.61
"Chittick, James J. Elementary School",2015,5,7310.22
"Chittick, James J. Elementary School",2015,4,150
"Chittick, James J. Elementary School",2015,3,1473.6
"Chittick, James J. Elementary School",2012,6,24484
"Chittick, James J. Elementary School",2013,8,78
"Chittick, James J. Elementary School",2014,7,11361.96
"Chittick, James J. Elementary School",2016,5,41250.48
"Chittick, James J. Elementary School",2016,12,2741.1
"Chittick, James J. Elementary School",2012,10,6785.83
"Chittick, James J. Elementary School",2014,6,1560.83
"Chittick, James J. Elementary School",2017,8,4252.71
"Chittick, James J. Elementary School",2013,11,140.84
"Chittick, James J. Elementary School",2015,9,5951.6
"Chittick, James J. Elementary School",2014,12,70.78
"Chittick, James J. Elementary School",2014,3,253.21
"Chittick, James J. Elementary School",2015,8,1560.2
"Chittick, James J. Elementary School",2012,7,1629.58
"Chittick, James J. Elementary School",2013,6,10158.5
"Chittick, James J. Elementary School",2014,9,3848.91
"Chittick, James J. Elementary School",2013,10,213
"Chittick, James J. Elementary School",2014,1,2902.5
"Edwards, Clarence R. Middle School",2012,9,16453.97
"Edwards, Clarence R. Middle School",2014,4,11633
"Edwards, Clarence R. Middle School",2013,7,4527.15
"Edwards, Clarence R. Middle School",2016,11,13490.28
"Edwards, Clarence R. Middle School",2013,3,30338.02
"Edwards, Clarence R. Middle School",2014,2,10035
"Edwards, Clarence R. Middle School",2014,10,4485.5
"Edwards, Clarence R. Middle School",2016,1,4240.53
"Edwards, Clarence R. Middle School",2014,11,8090
"Edwards, Clarence R. Middle School",2012,3,24330.87
"Edwards, Clarence R. Middle School",2016,7,1019
"Edwards, Clarence R. Middle School",2013,4,23907.71
"Edwards, Clarence R. Middle School",2012,1,27066.41
"Edwards, Clarence R. Middle School",2017,7,5978.17
"Edwards, Clarence R. Middle School",2015,6,22008.59
"Edwards, Clarence R. Middle School",2016,2,2765.04
"Edwards, Clarence R. Middle School",2016,3,3113.55
"Edwards, Clarence R. Middle School",2012,5,26024.71
"Edwards, Clarence R. Middle School",2016,10,7937.5
"Edwards, Clarence R. Middle School",2015,7,38801.81
"Edwards, Clarence R. Middle School",2016,4,7065.38
"Edwards, Clarence R. Middle School",2012,11,14701.53
"Edwards, Clarence R. Middle School",2013,9,3790.7
"Edwards, Clarence R. Middle School",2015,12,8144.02
"Edwards, Clarence R. Middle School",2013,2,11084.68
"Edwards, Clarence R. Middle School",2012,2,41145.19
"Edwards, Clarence R. Middle School",2015,2,2283.94
"Edwards, Clarence R. Middle School",2012,8,33218.4
"Edwards, Clarence R. Middle School",2015,11,15632.28
"Edwards, Clarence R. Middle School",2012,4,34071.53
"Edwards, Clarence R. Middle School",2013,5,24568.71
"Edwards, Clarence R. Middle School",2014,8,50888.44
"Edwards, Clarence R. Middle School",2013,1,35449.75
"Edwards, Clarence R. Middle School",2016,6,11084.16
"Edwards, Clarence R. Middle School",2012,12,50262.51
"Edwards, Clarence R. Middle School",2014,5,30074.8
"Edwards, Clarence R. Middle School",2015,5,40147.22
"Edwards, Clarence R. Middle School",2015,4,8645.38
"Edwards, Clarence R. Middle School",2015,3,11804.04
"Edwards, Clarence R. Middle School",2012,6,39208.25
"Edwards, Clarence R. Middle School",2013,8,7824
"Edwards, Clarence R. Middle School",2014,7,46478.48
"Edwards, Clarence R. Middle School",2016,5,10496.7
"Edwards, Clarence R. Middle School",2016,12,11830.87
"Edwards, Clarence R. Middle School",2012,10,5159.48
"Edwards, Clarence R. Middle School",2014,6,7380
"Edwards, Clarence R. Middle School",2017,8,7228
"Edwards, Clarence R. Middle School",2015,10,8400.31
"Edwards, Clarence R. Middle School",2013,11,30774.11
"Edwards, Clarence R. Middle School",2013,12,13423.75
"Edwards, Clarence R. Middle School",2015,9,1786.88
"Edwards, Clarence R. Middle School",2014,12,10730.7
"Edwards, Clarence R. Middle School",2014,3,11982.69
"Edwards, Clarence R. Middle School",2015,1,3200
